plaintext        ->       ciphertext
903aa2ec8d066c3e -> ff8d6a4b5b10bfed
c304a8a4b38eebe8 -> 73f7d37ac8fe06d8
b691c2437c80bc74 -> 0fb3b0fc53213e19
2acb4cc7e72748c6 -> 5b3853169dfdb398
e39439ba693eb5b3 -> 558d46f9ba22d6b9
6dbecbce24dba198 -> 3c827dd36341196f
b744e3ebd547f4a2 -> 605545844b74317d
8e5e4e3ae04909ed -> cd856d42a1e3d1ea
1b3dae91f387badb -> 2ee38e92b9242f89
a4f538dba778ac8f -> edbe15c020dfeda0
493425a54c761e1b -> 1d875eb08eaba4da
061854c2ec1ea89b -> 5ce019b2bd119bbe
0ef895daa1d2ee2f -> a48dbb8fd0018fda
74d08e538ea04183 -> 898ef3447cf5734c
a537f8337fd394f1 -> 7d212ec2d565ac45
269475c2e9b98811 -> d6d2b73845d74d31
09cb3aebb9d5fc83 -> dd613bba029449de
fef44b05c71e63b6 -> e46d393aa279d3d2
97caef571b3c302c -> a46bfae78b52ae22
e0e0ac581a9bd215 -> a0419c4548c6cd9f
d576d97f800b8c52 -> 09f4c3032598cfc7
0c0ff0cf3f370c19 -> 5f0d92fce96a76dc
196bc42e1c388365 -> e79cda8e1b2aff6f
2e046a4baa3be9ed -> 12f417180c816751
9e8699529cd5cc07 -> c9cafa94bcff0579
2fe79f3640a30bae -> 18e64574e13894b1
f4be18a5631a2994 -> ede918232bcf23ce
817a2041a79596bb -> f61d100013b62e9a
f097ea052a1a8333 -> f2af6dd39822d6c3
29cdc2272b9467e2 -> 6775add84097875b
9010c36055ca971e -> 918a2edcf1cbb92f
aca502183a0d6121 -> 552845accdbdb3e0
c92eb6b013da436e -> 40116ae91f1b2e4a
231b0a23013c1e18 -> 29397c190ca4a949
3585eb591b662cb4 -> 52910e653422fb69
561554b1d5603694 -> d125ab58c30b88ff
a5a6036344078cba -> bf884012d48d858b
81634febb1442ad1 -> da204ca6600c1184
d32f3c30f6bc9110 -> 95fbe2d1ed6bed56
73e64494587243b1 -> 4f24300363e08cce
3625d7eb841db1d3 -> 0217b5c2036f307e
28ad452b3d2ce02d -> afa6a9cc26215a4a
86158d1be961457f -> 89ed5357e7522591
c9bd1cb82a2b9e82 -> 0826c37dd34efcd4
9673f4c904ccd6f2 -> f82d6bb3ab34cd1b
e5da855645ec1830 -> 382764b76cef31d7
fd82640696ab074e -> 4cf99945c67e501a
ae2f7ed77d611345 -> 7777e1ecf4a402a7
b8e5391e657fafae -> e3187f9ab13543e4
2bc219c22dbf0945 -> b4a53f0fafc51522
bcbb8efffc8bbb94 -> 847ce81d16924f41
17dd67ce013d4862 -> 924e3f1321b5d4b4
b6316b973c2f5ec4 -> 470b5a82d38c1374
a54dc778ad8fda32 -> e2b00c5262651184
986375a2929a1763 -> fd86e86a8eab85d7
035d2eb9c01203a5 -> 51d77e34b0bb403f
1f022b86e7f13b48 -> bbca291ac94b8201
c84da5c037bd2718 -> 4caa0128ed30c893
1d5247bef20441ed -> 6f48359a525e5b46
2280bc66137805cf -> e5251c7e4d598c5f
ec6e1ca0792c5a42 -> 76dc3926825ca2a9
1da269730b7f0c45 -> 25acdcdf75482201
173f5d92013a5c63 -> 85f5d218f06c55ca
5c16edbf6a13e526 -> 0557bf8cc4e78f8e
551ad5b838f7e41a -> d139beb1b1ad823a
900dfc132fa043c3 -> 78da48886addea35
ee0e145b108ed038 -> c71b9837e7cf8c1c
ae00862cb509b926 -> beb7e7fb8d5b1aca
33f21ebfc65dc6c8 -> 2f5fe9d5880b7630
971d06d4b356f347 -> 68e3d32e4dde9efe
5ffbf557f919db12 -> dfb3801070e28750
cd69fafd747b8016 -> 827476952505c5cf
2cee4d4f59283dd0 -> b43f2b69dcbad0d0
4ef1e56058ad2bf5 -> 66343cba2c86ced6
46751b3e285a2161 -> 7675d2031f98b42e
854b629278d9e317 -> 6b5583a66fc14dad
34d5c7a3b4e8a1a8 -> 2de314a7886660f2
c6db2b6250307ad8 -> bac95cb77ae4d6c2
d29fdfa6d6a5bd25 -> be94927e0ba56e40
7960bc9d5e4987f3 -> bb926e1aa729deac
c66a2b2d30cc10e8 -> 612b4690d4d303f9
6e77dde6f55e7289 -> bb2bad8c9db547db
7d8920f137709319 -> 371254299ca213c3
60f50ce38d9b8bb8 -> 4ed35fac761c316e
80d2402b5008328f -> edbdf10782757430
94bb3f99d2b2154e -> d4fe33db41c2aed6
ef51a0d6771c4fe7 -> 93bf9a18506b8fb9
cd82a2e8a1ebe31e -> 25208b8aacae465c
d0e7197efb019749 -> 47278df3c7712b89
0b1f80b6224632aa -> 59ddf6088b3e14bb
8b724e48f44b4196 -> 01b876edb597cf7b
a3084d9219451ba4 -> 116eed71f548b505
75b984cd8d098125 -> 22e835386d2596dc
ac36b967f5aeb76a -> 414a10fb44874ef5
97ce13420e1c7d41 -> 378b7d62d7cde388
72cfbd400aa0dabc -> 5bceaa70946b07d8
489fc4f80b729ca4 -> 5cbb8a9974df7166
26a2349635c0d384 -> 267460fb788d35df
f83f0ce96452d938 -> 60e150fc5751d998
ffea2467bf7fa5ee -> 37bc51a6feace78b
b3e20c119844f2e0 -> 5cf522ebffd04c2f
e6b789178e201585 -> ec36746448e5290a
d52caad151fbe757 -> 8c42367b9e9962d3
3262ce33f45cd6fc -> 0ce230197fc8771e
5c98f286e9f0da30 -> 890a2e3692acfc04
f015c4e6c4fef929 -> 7ca1989608efadc3
ac6df4d37a142f74 -> c26eef33102a6e60
c0fb22e195fa7c0a -> 55817909b0c62044
d845d12f70e17d91 -> 5e4e625d7028c560
d16c1ef4ffb75ab3 -> df2f5583c27617c5
8e1fd5deaf5bf6aa -> 41b5a1fd6783908b
131208899d685e64 -> 486c802658ceacbf
c432f639518ece56 -> c857a721163239d9
a293c97cc03ac45d -> 36cb4dd27961b9f4
66b1da4ed03af4e7 -> 1de3dff0b63d1277
cbc7124fceec4673 -> 2e7b29f69bf4bec6
658dc980d7dac9f3 -> 835e05974cd0c9a3
a1b9f7af010371e0 -> 0e8f6088ad4bee3c
5fc002de4b1614ed -> acc0741daa6f4de0
b8dd7feb19a4942f -> 98c1644f048bede9
d84b4eebc6995ade -> 62352f66de5e1252
760c43ab1571b6b5 -> 9db3ac4b9d625878
54667128c1ac5ae6 -> 1154716b51181826
8d685c97eabdedbd -> 42bc00522b6f12e7
9fda2df9950f6aee -> 8315a22a6f0ddaa3
4ea99ae5ccbc638e -> d64cfd39e40ced9d
d5e271d923e467b3 -> 94377e651c8326dd
d8892e43f42bc1f0 -> c883bb9c95e66570
0212845d6eb06596 -> e18e2c6c57af1527
221ba29fc7bca697 -> 6724866a22010866
1821451e056edb76 -> 70f642a18cc4cc3a
9cc7cd923e94d79e -> ffe2c9ebca985833
3ca62da46891c23b -> ba8bf868e9614406
6976752b661fd7d6 -> 7afd4b0bb66d72dc
c64292a6108c4fe2 -> 9cf583f66896a825
c52cbb1c6ed5e8e4 -> da9c0f326b371798
47b998f422a500b4 -> 71ed68bdfca2cc58
cbb185b519f9e44e -> 8c775324de2772c6
a1f3dc7981af7a7a -> 1f76ec49ba71d58b
0d0cc11518f20465 -> 8067f8ff5dff92bf
552c64573eff91b7 -> da4c05eeb53f1f41
72baba2e1cf52252 -> 48c4b2df614d0f75
266bddde178e395d -> 02944c303975ef99
d1581bf6aecd8d4b -> e372cc805a48cb67
6beb948b1dbc6c7f -> ee4416b6090e5c9f
823f78b34e6ac2a0 -> 0fbf61468386ab85
ae6513f48554adfc -> 402c1cd09968ba47
aa314e71c9936206 -> d8894d5792b9d268
37bc3814586c4153 -> 66b0439b71a6f2a2
fd05398ea6136535 -> c1e5ce082ea86b1b
b745db0af6a28fab -> 08786d47bd8dadfa
5b6745344a48b781 -> dc377b943c246ebd
d4a3a2105b372269 -> aaa936a3f815fd9b
98dd74545961901b -> ffdac722a7447392
10457e88d68c3b4f -> 56ec55ca43b688c7
ba50343f7be2fd59 -> c06db6cf7ca93b69
e5e3fb497236049d -> f4b1c19e8ac25e85
06c93bb0850f45eb -> 1c90c5c344009552
b68790e940025ac1 -> 98f65c04924945d1
31f68bfd2338c109 -> 11630a6156113a8f
397e250af3b54858 -> fb423ca3df630db6
0c72f1e96152500d -> dad7cb564ea99449
ba3e452a2f17698e -> 475aff435540fbcb
92f055905211cf22 -> 625718b08a59f51a
f1aa31b501084c6a -> acf6052f2e8f9bcb
23de38f423594ca4 -> ba9aa840b29ff33b
a6388bc398ae4e2d -> 9faa9809c727e533
2b9cf9288b375a79 -> ac8cecc1d8a5f327
e006133a5f0a4f6e -> 59b04021c2dc9264
54614f4487fe5e53 -> 906421f588134679
1c0dbe902f745fe4 -> a11071fb228b9231
e76f91b7c96d4380 -> fee47cb267eab9ec
6cbe1af18ddfb927 -> d2bd9fcd1686b778
195cbcefcab9a974 -> 4f0bb76c26f2ae4e
c04f8727bff0c90d -> 26098f5569d3d693
d1bd5ee53cbcfa57 -> 8340b55dd609ca24
26c40dd71c0cdaa0 -> 90446051ffb5db97
ef4f0c91b2b91f3d -> d66166913d66815d
91041b5917b32d03 -> de016e739d55e188
97c5fe8ff333166b -> 0ab59eb1bf8bfc8e
bcb74217fd1fc751 -> dac5d37dc455efa9
13e4228c0914b232 -> 244cc74b12eb61e7
312d3db535fbb60b -> 13b9fac0e3d7ac78
a4e138dfa435440f -> a9d8796d61351bb1
73ae86befbeefb95 -> 2e00fb34dc1f9436
75799f1d93c18627 -> ed14442d17fb280b
56f7b27d2db999c4 -> b408209676341fe2
3f4219de79285a83 -> 23d0466a722c0cb0
5d709594255b3ca7 -> 73352bf6d046635f
544450715d25417d -> 1fe2b37143f4d6b8
5deba0deab5da21b -> faedc42f23bcf9f5
4ca4803d90d7f54b -> b70cce04b6384330
21332b73a7827a5c -> 9933640fdf59d81b
1b016c5b0e1067f3 -> b8fe4379b46cead8
f9b4edce3ac9b70a -> 98c4b959beb128c4
57377061e73b87cd -> b85c2303b9245334
9b46df1d55da3609 -> b39228c07b149e2f
cf516559ee04ed5a -> 34c8e9683b7010bc
64956c21d741b2a3 -> 7be837fa8e92514e
e9b299aaef96a73d -> 5420640e2d0e06e2
1d4cf94a7921553a -> 1baa06973fbdfb02
92ab275bceb5a973 -> d0b8efa8c25c5b56
9f17132c81bc824b -> c50a6e55f04f125c
93ade4adae14e9eb -> c0d4a26d8622fb09
05057ae5fe7d9e5e -> 7acd1e20e22d926c
ea9525ddde9d9b0a -> 5c5f37b5191bce75
7b66cb3ebe388db7 -> 3b4395e6f8263dea
cc7845d63e234c96 -> bd3e6d190693885b
3304b60082cc41bc -> 7ea59d47fabfcd0e
c6b8ec50f3b93a36 -> f0225923ab50294d
a89b07a097efb0ad -> 9c5df3131acf0242
cb37f56cfce681ce -> 96a8544d9c8abb6b
e70556e6e6c49fef -> 73969e598ef0ae92
3bd02ffe82765850 -> 37b6fc4f3aac9e2b
4eae51a360df1097 -> c92f13b68a240bcc
80bb8a5728d39373 -> d3d38caa4f01cbcc
07c7a07e43d68955 -> 22f45841c79c99a8
135e250105764331 -> cc0ab6c1060aea59
576d72c99b6e6857 -> a4aedfad41ccf633
d7b9b57bbf946043 -> 3f9bf5662a634344
e38865c287611507 -> 2da6bb0116194d09
9d152017481afc0d -> c4201a0e3bd08b7e
041e294243f73641 -> 1dade3f236e89915
00941803fcfad21a -> 5a168b3f1bec9475
5c7193846fbae23d -> aaeef4d088c88783
b50d17900bd5a7a9 -> 788e1375e0f894f4
40463f449bb77725 -> f0c96eb6a5a77c48
55f9b821fee2b592 -> 4fe678aadd56d9c0
d45e525125b79335 -> bbc521a75ab8f1c5
98cd870c909bb2d2 -> 8836ddcc177c7375
3c8cc9dfac492533 -> b5397473746c02f4
b3e24fa428bd05b8 -> 72cb9ce6b7214aca
4e96150727f5a3b4 -> e5ed267a129724d6
b4c17e8d3cf72aae -> 3c3795c9514f2211
17097ea8f836a469 -> da6bdfc6a509e81d
a679b846cc0e4305 -> c4c993baad2e0c8a
087dbc1fd828ede5 -> 014d3536468f0620
089acdd2dcf6874c -> 711bc7ad6cfbfa08
7627f3a2f5a79f15 -> 96c247b0877df849
591d53bf4186a129 -> c782161f0a275ea5
b42e732a1e2ea5cd -> a461944bab6cddb0
1a420765bf0f0c21 -> 321c1a20a07dcc9c
c06be72d7732ad81 -> 7ce447e967f8a397
a9f7c3c316872b5f -> 45427e53e0cdcdff
b40e1c8676ac4b08 -> 0c01e2173a994ee3
fce1529b41a67822 -> 8aad7d0cdb6d493d
c112b50cb9a3d9da -> 8df22f9e6a3ad097
dac4c2d290806e18 -> ef9e43b9fe55cc90
8da0102746d99949 -> d7adf447dd81baae
47bc9d1165357c5f -> 1f37bf6ebfa52d23
8150194334de3d30 -> 7f248cc27b34c976
4b9b2ddb3436610c -> b07d8ee1c5e2d783
59d6dab35b390ae9 -> 5f38dfc6c2182ef7
e8531cef5277a870 -> 28eb87d0d4453f00
236b7776b573b60a -> 914006795329232c
26bc5def63d07eb7 -> 3c7f539dfafa7b5a
f084cae61e607b05 -> ef17ae3946ebae4c
06a3592e7b148693 -> e3515176fb1f5160
d2f9bb9c735c7c36 -> c30fd35b0aadecea
ae6975debb9d2503 -> e4e16295473d30ba
a6da03bc2995eebf -> 976945dcd449ebcc
2b9e43a119b6348b -> cfc6e4a95d33abf2
abbc6928817c53d3 -> 3a674e8fe3ac3b8f
1a861f83305946f0 -> 2170a8fe432fbdd7
cd2a69d84abaa071 -> 184f574ee8b99767
0db7328b9bd99488 -> 4afff0a574211ae2
7da1df265e772bd9 -> 0acb40a9bdc1dc1a
88aa643bda8f0609 -> 27353bba25c67a97
3df324197a2adcd7 -> 7f22efee44f0fc62
41a994c1ccd3fd4a -> 4d61b0e746a20133
41da57b6424d6ddf -> 1bdff999e03e2358
2851b78847362cbd -> 779c61519cf60034
23474e64b61a4632 -> 88aa2699d0b814ee
be1d8e730c07e38e -> 8d4a07a93d9eac2c
90032211ba26536a -> f39d136e9c6efd5e
957c8fda3beb21da -> 72fc661e767f68a8
eda8ae77c12f909c -> eed2171aa64e944d
5790d2a34411e946 -> 01f287c9faa7d2b9
f4ff78ab9767cc2c -> 2910273d325c92ff
e42b6b987a86cc30 -> 2de011c51d6d98e7
e2271303faf284f6 -> 1ca8066c78f3f32b
3be1c7cb4c2501d3 -> b6fb1b33d1a59f9b
a731f55991ffa7d2 -> fc7c096b63dbd184
806ed6f4aaadfd16 -> 917d09e92449dcdb
61ae30dda78b0ef2 -> 9a4cd15b62e9ce2c
0ccdc7b1e4f99b71 -> 9b4427f39371134b
087aa3cff6999b61 -> b7ac430938659e49
f5ce0e087497d3bf -> ac647763552bddb1
7967e81e8ce95800 -> c8a47c67a8605c76
f0ad5f387cc6fd27 -> 14470407b3a5188f
34678156ef6b569f -> f632bb16e78705b1
1fb127f9ad2c9f8d -> 4574975d49e75fec
f32a90c5d8434e00 -> b24afe61eef940d2
42fa87abacb99b9b -> 136eec2cbacf34d0
cadb5066543d7b6c -> dea034d706a807ca
9c1bae12cc5b0ed1 -> d3903ef58e9810ec
f4e89d0269a76212 -> 1d27839c36358708
1786954dcc726c9d -> 0f28f0c9395a292d
809515df0c5c4c45 -> 4f753b391c3b2acc
c6d0b30c6a5594d3 -> bcd7c2329bf107ce
3383c591babfc4b5 -> 085f1e6d6b52dc18
c530d96b40a01970 -> c8d81d6afef2496d
af01785d45a870b5 -> df4d16f50c481ba2
f467055c30682e0a -> d46214cd4915219d
abd0bbe9c36c3413 -> 2314a346655f27d2
b74a12f7baa840b0 -> a513a5970874d317
cfbe417917ae2fc5 -> 8cfa0da1c8ba5523
52ca8475196c723b -> 51428d0116980dc5
c62d7691b7b4c994 -> 0e51634299d3f6c0
ac4ebb0f9548133f -> 8bff955f564442cf
d2e249c2980a62eb -> 58888b6d029677eb
8659dc914257474a -> 42440c9642b37790
680dc70f75b80f23 -> d5ac70bb147321ae
fe2e755fcecfe80f -> b093a49f504d6b1d
a1446789c00be6b6 -> 344173cc0ccf4c6b
fd70a98c1fc88291 -> cff7d0b962d9b4b9
02bc88758d43bedb -> 9dbd67f0322e7e49
4e35f97d7e178b4a -> 3db4ef4bc66bb98a
d79dfd5666eab9ec -> 2dde1ba34ed91255
b543918b1fd917cf -> 2e127c3a6c0e6b8b
031f6d63900144ee -> c88c186611422e0c
51a3619e8900e341 -> 5696ba5337f9ae0f
503c3203377b8a65 -> 525d1c1cb8c30f37
09b4fd325d311b30 -> 942dc837265ce249
c8eaf08179adb837 -> b91863deefba9a0b
9a6954f1cf519929 -> a51637e20edf6357
d201e3554d2ee499 -> 31b6ccd20f5c1822
cd407a2bcb6be8c2 -> 1036cd51b11ea934
e370e487fcd119cd -> e547d26850c4c158
ac477267c0e5ea3d -> 734bc14791f34f2e
1d289d5ba5e5955c -> 9fbb757a26233ba1
88e786cc9db9eaf3 -> a72689cef949dee3
645240f94591b7cb -> c201f711fea872f2
e52d574e332c1548 -> 0ade1d2bf0263f93
fa9aa5c50ba8dfd0 -> b5cf4278c9774057
9b7884ed5b176296 -> 08391b9fed95790a
25eb96dfd4e8a744 -> ccbf6d8e2ba9b6c9
eb503bb32304b674 -> a6dfad06a6e4c4de
7cfbaac4a3313e04 -> 6481883c9bd58508
03effac1a2410b04 -> 61defc3f2ba253ba
c7aabcf1e06d2707 -> 862c2614611f47e5
5363c9b12dbdc72a -> e25c28168496227d
a86c3d3c8d207f3d -> 8d791deed50946d1
a5ff60daee67766d -> 8988484a5a79c391
10084defe2816147 -> 8b287195686d5d4f
62742de146df89f6 -> 6c786ccff80894f9
074252a63ecef4dd -> dd4d4fa4e6edf017
fb7e6baa8c60daa6 -> 001a25a680721de5
5364d9e9eade8490 -> 0af3d89c24c0ee86
519447237287a707 -> 82d5941b0ec08826
c6a664909b364c0c -> 8f2958c58df26474
bbe92854809bd3d2 -> 424f2601cf880253
922baed546751e56 -> 8087a99ceb61c419
91f46e4f0bd8cc25 -> db92f3a5e6d235b2
bd4a8e0e05c67640 -> 6cc73cdceebb8c56
2fb2e20a2c7ba6f0 -> fc95631f3ceecfeb
72d34210946c730c -> aae371aa8887486f
f5bcb2bd67ff5322 -> fb1f9ef413be2eaf
17d72e6dc4b08e82 -> 78d531a8d04361f2
93963aa9098b929d -> 1087db7d6558565a
3007e9c2d56ba757 -> 18c0b7f060c6a450
429fd30aa8314d17 -> d8fc4b80dcd350d5
14d6b758037e64ec -> 3b759caa82bf13e1
f0a8d46e6779ae39 -> 474892aa99f6aaab
0238c9aec25e2135 -> 7b2069ceb51c991e
6bc22f50779b7675 -> 5a94a4be1e038d79
e2dd6c326ac02f11 -> db8d981003a69b61
cadedfcaa203211b -> e83d2a7bc345b835
c6b606a178beb663 -> 8c688e1cf18f1b4d
94fe1e8e93b689ab -> 7896dff22b4e2f6a
4d9239cd13411af0 -> d377cbc5a649d876
cefc379697ea6589 -> 2be81e3eba0f4434
ab9cf60eef770a55 -> 38203adad7cd08dd
5743878e0825d619 -> fbdb7238840a2524
cfa8065ab6cd1474 -> eff883c0c911601e
5db7f3b0bf8effcb -> 35fd4eaa4a2272d1
9c5e646b4e710186 -> 300aaa0039c5f042
8b289cc0c551a0c0 -> d937df5ca47c32ca
7be537032d856cb2 -> 72ed3e9d71e236a8
4edafcc0cb0e60c9 -> 6ec4e96fad8b5a73
1bccb836d4bacab6 -> 6564590fba23b97e
69d8062b8f8b5c12 -> e0f0603b14e8285c
806249cc21b60308 -> bd32daa000993a57
08d2f1fccd5b9ba0 -> cd3c4d85fde66575
53dc58ca923dce5c -> 73184fdcf3a8c59e
ad3bab954b2c4424 -> d9e8e53e5209d966
916279e5d13abc95 -> 61db8767fdbd3c52
93ff1a851f4d2bb6 -> f13104dcd1f1ce04
1e5e9f372806ddf0 -> d0e527b28735e9ca
ae108939e3c687f6 -> dab41c382517c099
7e500290ffedc7c5 -> e64e48af81878cbe
627b011b407d4298 -> e09d86bcf39dfbb0
ad8ee35ff6d1ed4b -> 27a310f4b17091bb
83251da542f942b7 -> cfd589e144eabd5d
9c9e6bdf59f8e209 -> da1157ac472b8788
87ed43b940dcd744 -> 1a4f2b4a29119ec5
9980e3db9b3645b7 -> 7e04e09b3d2a85a4
02b59a858fc2c0d0 -> cb90d88708892046
0c6f8044c48b4c46 -> 47d939507af38952
8bdf3882c8077b82 -> 56e588013fae4212
0f8a8cb567b445b1 -> cdd97647c87c512d
7c83808e97f924af -> b579c2b3c63ca81f
61dfb06acdcbed04 -> b70a8f7cc46670ff
89e69c86102ca11b -> f5ff772473d83fed
954eac2f51f7fe9a -> a981c0ab22c17539
60260559e8b04b61 -> edbe3a72e580c571
6fd4a5a36dd9e6cc -> 859adc1ba3ea28e8
bac5fc913a265bcd -> 527eab12d8c1da7e
534c7a282eef301b -> ff403d5a2e8733d9
96dfdaff36897a19 -> d94ace69da59ad18
077de20173e93a94 -> 78b688987fd69de0
fbc24db386ffc4a9 -> 98aca1675778aa3e
47f43cca5dc76a05 -> 66cec3fad8db7d73
8821271d661e4642 -> bcb55d21149bca1b
c3fda873e093d0c1 -> 13f72b709f238d49
0ed44f5f58f8d554 -> 03f1c32f6c2f1b45
7f3689b25f77f89c -> f3325e8f82837e0a
e5ec5c38ccbcc4f3 -> 1e909db9d6205f2c
308e26816d1fbba2 -> 3edc4ed0d34de9b8
74cc46a7a2e15d30 -> bc2ab576d3925456
e0b361915eb92cde -> ca6984e095909d17
feba3cf8a80ad193 -> e1d3467193699d32
ea5abf4527f85273 -> aa128fd42461572c
3ee93a4cc372bae5 -> 5912499f19e96197
3a3f190a93f86ee2 -> 7e3216149f4ea9c4
b9dea79aee721d08 -> eb49f5271b28a4a0
2f4aa85ae057b4bc -> dff2b8d1b8a2d105
d35da887dda13184 -> a79a62724e93ab0f
87112eac085af011 -> f1f7b50e99217445
9bf5beef80e64658 -> 4e89143610ed2a2e
d914a99e41edf248 -> 3b385950e2f0d66b
e551c1a16e0b672c -> 4efa860d81a96a02
741c31cb71d6092a -> 5f2d75a225b905e1
4126245a0dd81f91 -> 64599766ece270e9
98720652919cbb9e -> 2189cb7c1623842a
315124e67214772b -> dd583c4cbdc2de94
4c92248722bb4004 -> 1caa1af9515305ca
18c3807c6e151554 -> 84aa1be0b23f9d76
fff9f226c1c547ad -> 916e09625437fd34
73f529d25cb79a1f -> f7c1caff8dd12569
18f23af0f55f5ef2 -> 0cba8de8c55f08ac
b32b1d8f17cd1aa4 -> 100e2638ef72cf6c
7f6e54c0fac313a7 -> 3c1539d17d0b75bb
69c1e688560aa8ff -> 573eb948086191a4
79961a37cd9154e4 -> bf380172f6d62389
ee384e498a159676 -> 768c96e0f04ce204
ebc7839bb03e1fd9 -> cb43e96737eb7363
ddee67a9c07e9748 -> 38480adf9eb522c5
0952d749507bff96 -> e43e4af3b38ac9b8
6cb7a102a655dee2 -> e148c122acb727d7
f55d0aaadb90d3e4 -> 0320b175b5475f3c
70d43f917100c665 -> 976b14abc2767bf2
2c9ce7b7e700f891 -> 6fc2b3169e97a1bb
984ed278d76cb26f -> 387eefcf4b23e0a1
3f8df0799af80dac -> 21a3d429f48d7e9c
9c5a941fb670de9e -> 5adbc56f71cd9b18
